order_id,customer_id,sales_rep_id,order_date,ship_date,ship_mode,order_status,payment_method,country,city,region,order_total
263,3755,1,2025-03-23,2025-03-29,Economy,Delivered,GCash,India,Kolkata,APAC,7271.56
264,7838,14,2025-01-06,2025-01-09,Economy,Shipped,PayPal,USA,Los Angeles,North America,5542.54
265,7611,4,2025-02-01,2025-02-05,Standard,Cancelled,GCash,Philippines,Davao,APAC,3007.16
266,243,14,2025-04-16,2025-04-17,Standard,Delivered,PayPal,USA,New York,North America,913.5
267,6542,1,2024-07-09,2024-07-15,Same Day,Shipped,Debit Card,India,Chennai,APAC,10758.92
268,874,4,2025-12-04,2025-12-06,Standard,Returned,PayPal,Philippines,Caloocan,APAC,1091.72
269,5199,8,2023-09-23,2023-10-03,Express,Delivered,GCash,Canada,Montreal,North America,6962.8
270,4200,6,2026-03-01,2026-03-09,Standard,Delivered,PayPal,Philippines,Makati,APAC,162.7
271,4839,13,2026-04-18,2026-04-26,Economy,Shipped,PayPal,USA,New York,North America,1222.8
272,2782,14,2025-08-20,2025-08-30,Express,Delivered,Bank Transfer,Canada,Vancouver,North America,512.02
273,5712,14,2023-07-20,2023-07-23,Standard,Delivered,Credit Card,USA,Phoenix,North America,10569.99
274,5511,3,2023-06-15,2023-06-21,Express,Delivered,Bank Transfer,Philippines,Manila,APAC,11083.92
275,6545,18,2023-03-17,2023-03-21,Standard,Delivered,Credit Card,UK,Bristol,Europe,6143.56
276,4149,19,2023-12-19,2023-12-22,Same Day,Shipped,Credit Card,UK,London,Europe,6147.67
277,2053,3,2024-12-15,2024-12-20,Economy,Delivered,PayPal,India,Pune,APAC,3438.35
278,5731,1,2026-04-10,2026-04-18,Standard,Shipped,PayPal,Philippines,Quezon City,APAC,110.96
279,2526,18,2023-01-15,2023-01-24,Standard,Shipped,Credit Card,UK,Liverpool,Europe,7778.52
280,2159,19,2024-01-31,2024-02-09,Express,Delivered,Credit Card,UK,Manchester,Europe,371.2
281,1889,4,2025-01-11,2025-01-14,Standard,Delivered,Credit Card,Australia,Hobart,APAC,11122.26
282,3069,1,2024-04-05,2024-04-09,Standard,Cancelled,PayPal,Philippines,Caloocan,APAC,2424.85
283,2569,10,2025-03-11,2025-03-21,Standard,Delivered,Credit Card,USA,Seattle,North America,714.36
284,1960,4,2023-03-07,2023-03-13,Express,Shipped,Credit Card,Australia,Perth,APAC,8052.33
285,3241,14,2023-05-09,2023-05-12,Standard,Processing,Credit Card,USA,Chicago,North America,104.76
286,4113,3,2026-03-16,2026-03-20,Standard,Processing,Credit Card,India,Pune,APAC,5736.16
287,5603,14,2024-08-12,2024-08-15,Express,Delivered,Bank Transfer,Canada,Winnipeg,North America,2615.99
288,406,6,2023-08-15,2023-08-18,Standard,Delivered,Buy Now Pay Later,Philippines,Taguig,APAC,12885.88
289,6969,5,2024-04-27,2024-04-29,Economy,Delivered,Debit Card,Philippines,Davao,APAC,907.61
290,513,6,2025-01-04,2025-01-05,Standard,Delivered,Credit Card,India,Hyderabad,APAC,19257.71
291,3072,12,2023-06-18,2023-06-25,Express,Processing,Bank Transfer,USA,New York,North America,998.96
292,6235,1,2024-06-18,2024-06-27,Economy,Delivered,PayPal,India,Ahmedabad,APAC,764.92
293,4750,3,2026-04-27,2026-05-01,Economy,Delivered,Bank Transfer,Australia,Perth,APAC,8749.81
294,7758,8,2025-05-09,2025-05-14,Economy,Delivered,Credit Card,USA,Los Angeles,North America,445.17
295,4728,11,2023-09-09,2023-09-11,Same Day,Delivered,PayPal,USA,Austin,North America,3349.31
296,6935,20,2023-01-04,2023-01-08,Express,Shipped,PayPal,UK,London,Europe,769.04
297,6470,12,2025-04-28,2025-04-30,Standard,Delivered,Credit Card,USA,New York,North America,3271.15
298,366,4,2025-11-07,2025-11-14,Same Day,Shipped,Buy Now Pay Later,India,Ahmedabad,APAC,10797.9
299,6249,10,2023-10-21,2023-10-30,Standard,Shipped,Debit Card,USA,Los Angeles,North America,21682.62
300,6336,4,2026-03-18,2026-03-26,Economy,Delivered,Credit Card,Australia,Gold Coast,APAC,20165.32
301,1472,16,2025-02-24,2025-03-04,Same Day,Delivered,Credit Card,UK,Liverpool,Europe,8322.65
302,4384,11,2024-12-18,2024-12-24,Same Day,Delivered,PayPal,Canada,Calgary,North America,17391.68
303,7493,8,2026-04-25,2026-05-02,Same Day,Shipped,Buy Now Pay Later,USA,Los Angeles,North America,1486.57
304,6665,20,2025-02-19,2025-02-24,Standard,Returned,Buy Now Pay Later,UK,Manchester,Europe,22686.96
305,3884,14,2026-03-17,2026-03-26,Express,Shipped,GCash,USA,Seattle,North America,789.22
306,637,12,2026-02-10,2026-02-14,Express,Delivered,GCash,USA,Houston,North America,277.09
307,4255,1,2024-11-17,2024-11-23,Standard,Delivered,GCash,Philippines,Makati,APAC,10317.41
308,7367,12,2026-01-02,2026-01-03,Economy,Shipped,Credit Card,Canada,Toronto,North America,167.8
309,908,20,2024-08-25,2024-08-30,Standard,Processing,PayPal,UK,Liverpool,Europe,6687.13
310,5253,9,2023-05-31,2023-06-07,Express,Delivered,Bank Transfer,Canada,Winnipeg,North America,3668.03
311,2201,14,2024-01-08,2024-01-14,Express,Delivered,GCash,USA,Austin,North America,9236.38
312,4572,13,2023-03-05,2023-03-10,Standard,Delivered,Bank Transfer,USA,Houston,North America,10509.16
313,5584,6,2026-04-30,2026-05-01,Standard,Shipped,Debit Card,India,Pune,APAC,229.94
314,1606,4,2023-05-14,2023-05-17,Standard,Cancelled,Bank Transfer,Philippines,Quezon City,APAC,11406.44
315,904,9,2023-10-30,2023-11-07,Express,Delivered,Credit Card,Canada,Edmonton,North America,14375.02
316,7563,11,2023-08-18,2023-08-24,Express,Shipped,Debit Card,USA,Phoenix,North America,2846.71
317,7681,14,2024-03-08,2024-03-17,Same Day,Delivered,PayPal,USA,Austin,North America,243.88
318,5958,2,2024-05-24,2024-05-28,Standard,Delivered,PayPal,Philippines,Caloocan,APAC,1261.0
319,3281,8,2025-06-24,2025-06-30,Standard,Shipped,Credit Card,USA,Los Angeles,North America,1409.89
320,4307,1,2024-06-19,2024-06-24,Same Day,Delivered,Credit Card,Philippines,Taguig,APAC,1620.8
321,6214,11,2025-11-12,2025-11-15,Standard,Delivered,Credit Card,Canada,Toronto,North America,1486.32
322,3103,3,2023-02-09,2023-02-12,Economy,Delivered,Debit Card,Philippines,Cebu,APAC,18542.04
323,4080,2,2025-04-23,2025-04-27,Express,Delivered,Credit Card,Australia,Gold Coast,APAC,1532.53
324,774,8,2023-03-13,2023-03-23,Economy,Delivered,PayPal,USA,Houston,North America,2673.49
325,3792,3,2026-03-01,2026-03-05,Express,Delivered,Credit Card,Australia,Hobart,APAC,5117.68
326,3733,6,2024-11-30,2024-12-10,Express,Delivered,Credit Card,India,Pune,APAC,445.16
327,310,7,2025-04-05,2025-04-07,Economy,Delivered,PayPal,Philippines,Quezon City,APAC,5321.2
328,4190,8,2025-11-03,2025-11-04,Standard,Delivered,PayPal,Canada,Quebec City,North America,3971.58
329,5476,13,2024-07-26,2024-07-29,Standard,Delivered,Bank Transfer,USA,Seattle,North America,11306.96
330,3489,7,2026-01-30,2026-02-05,Same Day,Cancelled,Credit Card,Australia,Perth,APAC,17816.78
331,5169,14,2025-02-08,2025-02-13,Standard,Delivered,Bank Transfer,USA,Austin,North America,4740.4
332,2079,8,2023-12-31,2024-01-06,Express,Delivered,GCash,Canada,Montreal,North America,2257.96
333,1949,3,2026-02-15,2026-02-23,Standard,Returned,Credit Card,Philippines,Cebu,APAC,7888.04
334,208,13,2024-09-22,2024-09-29,Standard,Delivered,GCash,USA,Seattle,North America,22629.82
335,4124,12,2026-04-18,2026-04-25,Express,Delivered,Credit Card,Canada,Vancouver,North America,4479.3
336,1753,11,2024-03-22,2024-03-31,Express,Delivered,PayPal,Canada,Toronto,North America,162.82
337,2306,4,2023-09-02,2023-09-10,Standard,Delivered,Bank Transfer,India,Delhi,APAC,654.04
338,179,20,2024-11-28,2024-12-04,Economy,Processing,Credit Card,UK,Bristol,Europe,1348.1
339,7501,12,2023-05-25,2023-06-02,Standard,Delivered,Bank Transfer,USA,Chicago,North America,1122.2
340,1014,6,2025-07-03,2025-07-09,Standard,Returned,Bank Transfer,Australia,Adelaide,APAC,409.47
341,4237,13,2024-11-08,2024-11-10,Standard,Delivered,Credit Card,Canada,Edmonton,North America,5559.95
342,7655,15,2025-02-18,2025-02-19,Economy,Delivered,GCash,UK,London,Europe,14630.91
343,850,6,2025-10-02,2025-10-05,Express,Processing,Debit Card,India,Mumbai,APAC,1217.96
344,1128,6,2025-03-12,2025-03-22,Standard,Delivered,GCash,India,Chennai,APAC,510.95
345,5239,9,2024-05-31,2024-06-06,Express,Delivered,Debit Card,USA,Dallas,North America,1480.86
346,2598,15,2023-08-03,2023-08-12,Standard,Delivered,Credit Card,UK,London,Europe,18527.05
347,1202,16,2025-09-12,2025-09-13,Economy,Delivered,PayPal,UK,Liverpool,Europe,1733.2
348,6269,1,2024-01-13,2024-01-17,Standard,Delivered,PayPal,Philippines,Manila,APAC,470.91
349,5593,5,2025-01-11,2025-01-15,Standard,Cancelled,Bank Transfer,Philippines,Cebu,APAC,1364.57
350,1032,14,2024-08-17,2024-08-26,Standard,Delivered,GCash,Canada,Ottawa,North America,49.57
351,2831,9,2026-01-18,2026-01-27,Standard,Cancelled,PayPal,Canada,Edmonton,North America,13897.84
352,890,14,2025-04-11,2025-04-13,Standard,Shipped,PayPal,USA,Dallas,North America,387.04
353,7686,3,2024-07-05,2024-07-09,Same Day,Delivered,Bank Transfer,Philippines,Caloocan,APAC,17048.9
354,3467,5,2023-08-14,2023-08-18,Express,Cancelled,Bank Transfer,Australia,Canberra,APAC,130.74
355,3002,7,2024-02-11,2024-02-12,Standard,Shipped,Credit Card,Philippines,Cebu,APAC,6781.86
356,5354,10,2024-07-21,2024-07-28,Same Day,Delivered,Debit Card,Canada,Calgary,North America,219.56
357,3222,6,2025-10-05,2025-10-06,Economy,Delivered,Credit Card,Australia,Hobart,APAC,31356.64
358,191,5,2023-02-15,2023-02-25,Express,Delivered,GCash,India,Pune,APAC,608.36
359,5654,1,2025-06-20,2025-06-27,Standard,Delivered,PayPal,Philippines,Caloocan,APAC,1535.08
360,7225,19,2025-10-30,2025-11-03,Economy,Delivered,GCash,UK,Birmingham,Europe,3537.52
361,451,1,2024-02-11,2024-02-18,Express,Delivered,Credit Card,Australia,Melbourne,APAC,26553.65
362,386,5,2023-12-29,2024-01-06,Same Day,Delivered,Bank Transfer,Philippines,Pasig,APAC,421.9
363,89,7,2026-03-27,2026-04-01,Standard,Delivered,Debit Card,Philippines,Cebu,APAC,6479.9
364,2361,12,2023-08-20,2023-08-24,Standard,Delivered,Bank Transfer,Canada,Quebec City,North America,682.38
365,7913,17,2023-05-02,2023-05-09,Standard,Delivered,Buy Now Pay Later,UK,Liverpool,Europe,13144.05
366,3967,6,2025-02-09,2025-02-13,Standard,Delivered,GCash,Australia,Perth,APAC,6198.12
367,1031,3,2026-05-14,2026-05-22,Economy,Shipped,Credit Card,India,Pune,APAC,16182.7
368,7611,3,2023-08-01,2023-08-09,Same Day,Processing,Credit Card,Philippines,Davao,APAC,684.57
369,455,14,2025-05-28,2025-06-01,Standard,Delivered,Buy Now Pay Later,Canada,Edmonton,North America,8612.54
370,4702,17,2023-02-07,2023-02-16,Standard,Delivered,Bank Transfer,UK,London,Europe,1726.03
371,7056,1,2026-02-06,2026-02-15,Same Day,Cancelled,Buy Now Pay Later,India,Chennai,APAC,3813.1
372,1742,9,2025-02-21,2025-02-28,Same Day,Processing,Debit Card,USA,Phoenix,North America,3830.07
373,2223,9,2023-03-17,2023-03-18,Economy,Delivered,PayPal,Canada,Vancouver,North America,5587.45
374,5392,3,2025-06-13,2025-06-15,Express,Delivered,PayPal,Philippines,Taguig,APAC,8839.58
375,5669,11,2024-07-09,2024-07-12,Express,Delivered,Buy Now Pay Later,USA,Phoenix,North America,4792.62
376,7075,20,2023-04-10,2023-04-19,Economy,Delivered,Buy Now Pay Later,UK,Glasgow,Europe,12600.57
377,6950,5,2025-03-03,2025-03-11,Standard,Delivered,Bank Transfer,Philippines,Caloocan,APAC,439.92
378,3366,4,2025-12-14,2025-12-19,Economy,Delivered,Buy Now Pay Later,Philippines,Cebu,APAC,527.95
379,3800,3,2025-06-26,2025-07-04,Same Day,Delivered,Credit Card,India,Ahmedabad,APAC,11320.29
380,3992,4,2023-10-07,2023-10-13,Standard,Delivered,Credit Card,India,Bangalore,APAC,2696.84
381,4748,2,2025-09-24,2025-09-28,Economy,Processing,Bank Transfer,India,Kolkata,APAC,112.87
382,4671,17,2026-04-22,2026-04-28,Economy,Delivered,Debit Card,UK,Birmingham,Europe,29116.94
383,604,4,2024-02-04,2024-02-14,Standard,Delivered,PayPal,India,Chennai,APAC,1347.12
384,2426,11,2025-05-27,2025-06-02,Standard,Delivered,Credit Card,USA,Chicago,North America,2194.27
385,6110,2,2024-06-19,2024-06-25,Express,Delivered,Credit Card,Philippines,Quezon City,APAC,35613.47
386,3411,1,2023-03-24,2023-03-29,Express,Delivered,Credit Card,Australia,Hobart,APAC,4737.84
387,4619,14,2025-08-30,2025-09-03,Economy,Delivered,Credit Card,USA,Los Angeles,North America,11703.78
388,680,6,2024-10-13,2024-10-17,Express,Returned,Bank Transfer,India,Bangalore,APAC,17275.93
389,892,17,2024-10-07,2024-10-17,Economy,Delivered,Credit Card,UK,Edinburgh,Europe,7554.66
390,6631,2,2025-04-24,2025-05-03,Economy,Cancelled,PayPal,India,Mumbai,APAC,6064.64
391,2719,4,2023-04-18,2023-04-28,Standard,Processing,Debit Card,India,Kolkata,APAC,1557.98
392,4699,3,2023-08-16,2023-08-22,Economy,Shipped,Credit Card,Australia,Adelaide,APAC,21364.65
393,7059,12,2024-07-02,2024-07-05,Express,Shipped,Bank Transfer,USA,Seattle,North America,1897.4
394,4355,14,2024-02-25,2024-03-03,Standard,Cancelled,PayPal,Canada,Montreal,North America,65.17
395,6840,8,2025-11-27,2025-12-04,Standard,Delivered,Buy Now Pay Later,USA,Chicago,North America,107.83
396,5597,17,2024-04-30,2024-05-05,Standard,Shipped,Credit Card,UK,Leeds,Europe,556.75
397,4962,6,2024-04-18,2024-04-28,Express,Delivered,PayPal,India,Hyderabad,APAC,10399.58
398,3663,8,2025-04-01,2025-04-11,Economy,Returned,Debit Card,USA,New York,North America,300.06
399,7922,8,2023-06-20,2023-06-21,Express,Delivered,Credit Card,USA,Houston,North America,284.69
400,2034,8,2024-11-30,2024-12-03,Standard,Delivered,PayPal,USA,Dallas,North America,946.93
401,5772,18,2023-08-04,2023-08-10,Economy,Cancelled,PayPal,UK,London,Europe,2688.66
402,5077,19,2024-01-30,2024-02-02,Same Day,Delivered,GCash,UK,London,Europe,222.6
403,6264,12,2023-10-06,2023-10-11,Express,Delivered,GCash,USA,Dallas,North America,1888.8
404,1259,8,2024-09-16,2024-09-20,Express,Delivered,Credit Card,USA,Austin,North America,16214.06
405,4958,5,2023-09-03,2023-09-13,Standard,Shipped,Debit Card,Philippines,Quezon City,APAC,6005.37
406,7139,8,2024-04-29,2024-05-09,Economy,Cancelled,PayPal,Canada,Toronto,North America,641.85
407,7045,8,2025-05-29,2025-05-30,Express,Delivered,Credit Card,USA,Seattle,North America,4802.38
408,4699,7,2024-04-29,2024-05-08,Standard,Delivered,PayPal,Australia,Adelaide,APAC,5254.63
409,3751,3,2025-02-15,2025-02-19,Express,Delivered,Debit Card,Philippines,Cebu,APAC,8055.38
410,89,3,2026-01-29,2026-01-31,Express,Processing,Credit Card,Philippines,Cebu,APAC,11851.66
411,925,2,2023-01-01,2023-01-04,Standard,Delivered,Credit Card,Philippines,Taguig,APAC,3320.91
412,4597,12,2024-10-19,2024-10-23,Same Day,Delivered,Credit Card,USA,Houston,North America,708.6
413,1778,4,2024-09-18,2024-09-21,Standard,Delivered,Debit Card,Philippines,Manila,APAC,766.55
414,764,13,2025-01-30,2025-02-01,Standard,Delivered,Buy Now Pay Later,USA,Dallas,North America,13569.18
415,7142,8,2025-01-23,2025-02-01,Standard,Shipped,Buy Now Pay Later,USA,Dallas,North America,8120.04
416,3786,13,2023-02-09,2023-02-14,Standard,Shipped,GCash,USA,Chicago,North America,538.5
417,3049,9,2024-07-12,2024-07-20,Standard,Delivered,GCash,USA,Austin,North America,6817.86
418,5521,16,2025-07-10,2025-07-14,Express,Delivered,Credit Card,UK,Glasgow,Europe,17313.22
419,379,15,2024-06-20,2024-06-21,Express,Delivered,Buy Now Pay Later,UK,London,Europe,21499.61
420,6970,4,2024-06-13,2024-06-22,Express,Cancelled,Credit Card,India,Pune,APAC,11275.23
421,5700,14,2024-11-11,2024-11-12,Express,Delivered,PayPal,Canada,Winnipeg,North America,4733.16
422,5747,4,2025-10-06,2025-10-07,Economy,Delivered,GCash,India,Ahmedabad,APAC,4701.52
423,638,11,2024-09-07,2024-09-11,Express,Processing,GCash,Canada,Edmonton,North America,9895.7
424,7349,16,2026-02-04,2026-02-13,Express,Delivered,PayPal,UK,Birmingham,Europe,406.73
425,3326,4,2023-06-12,2023-06-13,Standard,Delivered,Credit Card,India,Ahmedabad,APAC,204.78
426,5796,8,2025-07-30,2025-08-04,Economy,Shipped,Bank Transfer,USA,Chicago,North America,10261.45
427,1095,2,2024-09-17,2024-09-23,Economy,Delivered,Credit Card,India,Delhi,APAC,950.01
428,2078,11,2025-08-18,2025-08-28,Economy,Shipped,Buy Now Pay Later,USA,Los Angeles,North America,4475.0
429,5025,7,2023-03-24,2023-03-30,Economy,Shipped,Credit Card,India,Chennai,APAC,806.78
430,2732,8,2025-12-01,2025-12-03,Economy,Delivered,Credit Card,USA,Seattle,North America,3859.73
431,5420,18,2025-10-29,2025-11-02,Express,Delivered,Credit Card,UK,Liverpool,Europe,660.56
432,6326,7,2025-09-13,2025-09-23,Standard,Delivered,Bank Transfer,India,Ahmedabad,APAC,3477.9
433,3761,12,2023-03-11,2023-03-19,Standard,Shipped,Credit Card,Canada,Winnipeg,North America,18006.3
434,5034,14,2023-01-23,2023-01-31,Standard,Delivered,PayPal,Canada,Quebec City,North America,634.65
435,200,6,2025-03-05,2025-03-13,Standard,Delivered,PayPal,Philippines,Cebu,APAC,1141.64
436,3653,4,2023-09-19,2023-09-27,Economy,Delivered,Bank Transfer,India,Pune,APAC,215.66
437,5908,14,2024-11-29,2024-12-08,Express,Cancelled,Debit Card,USA,Dallas,North America,3241.5
438,5648,9,2024-09-14,2024-09-17,Standard,Delivered,Credit Card,USA,Austin,North America,199.94
439,121,3,2023-03-29,2023-04-06,Standard,Returned,Credit Card,India,Kolkata,APAC,6232.35
440,3276,15,2026-04-12,2026-04-16,Express,Delivered,Credit Card,UK,Bristol,Europe,11012.4
441,6452,6,2023-06-20,2023-06-30,Standard,Processing,Credit Card,Philippines,Caloocan,APAC,1692.66
442,7727,9,2026-03-12,2026-03-17,Economy,Returned,Debit Card,Canada,Edmonton,North America,6157.37
443,2204,17,2024-02-22,2024-03-02,Economy,Delivered,PayPal,UK,Bristol,Europe,262.06
444,2201,9,2024-01-27,2024-02-06,Standard,Shipped,Bank Transfer,USA,Austin,North America,808.84
445,5077,16,2026-05-27,2026-05-31,Express,Delivered,Buy Now Pay Later,UK,London,Europe,234.16
446,4769,3,2026-04-25,2026-05-04,Standard,Delivered,Debit Card,India,Hyderabad,APAC,10259.17
447,4729,20,2025-03-13,2025-03-22,Standard,Shipped,Credit Card,UK,Birmingham,Europe,1720.28
448,2881,3,2024-06-03,2024-06-11,Express,Delivered,Credit Card,India,Chennai,APAC,317.05
449,2371,2,2023-07-09,2023-07-15,Standard,Delivered,Bank Transfer,India,Mumbai,APAC,8132.72
450,6884,12,2025-07-22,2025-07-31,Express,Returned,Buy Now Pay Later,USA,Seattle,North America,444.18
451,2239,14,2025-04-25,2025-04-28,Express,Delivered,PayPal,USA,Houston,North America,10924.59
452,2681,7,2026-05-25,2026-05-26,Economy,Shipped,Credit Card,Philippines,Caloocan,APAC,289.16
453,4865,18,2025-07-24,2025-07-31,Economy,Returned,Credit Card,UK,Glasgow,Europe,11262.77
454,1894,16,2026-04-11,2026-04-19,Standard,Shipped,Credit Card,UK,Glasgow,Europe,22094.26
455,3083,6,2026-03-12,2026-03-19,Standard,Delivered,Bank Transfer,Philippines,Taguig,APAC,1701.9
456,5820,17,2023-03-22,2023-04-01,Standard,Delivered,Buy Now Pay Later,UK,Liverpool,Europe,756.1
457,5239,9,2023-12-21,2023-12-27,Express,Delivered,PayPal,USA,Dallas,North America,1285.36
458,1723,1,2023-12-26,2023-12-30,Economy,Cancelled,Credit Card,Australia,Sydney,APAC,453.78
459,4587,16,2023-07-10,2023-07-18,Same Day,Delivered,Credit Card,UK,Bristol,Europe,1438.63
460,5966,19,2025-02-10,2025-02-13,Economy,Cancelled,Credit Card,UK,Bristol,Europe,13197.42
461,6270,9,2024-10-20,2024-10-26,Standard,Delivered,Credit Card,USA,New York,North America,553.97
462,2239,13,2023-02-04,2023-02-13,Express,Delivered,PayPal,USA,Houston,North America,785.96
463,6806,1,2023-10-22,2023-10-29,Standard,Shipped,Credit Card,Philippines,Cebu,APAC,59.12
464,646,20,2025-04-03,2025-04-12,Standard,Shipped,Debit Card,UK,London,Europe,18610.75
465,6256,18,2023-07-17,2023-07-24,Same Day,Delivered,Credit Card,UK,London,Europe,1954.05
466,2477,13,2023-06-03,2023-06-11,Economy,Delivered,GCash,USA,Chicago,North America,2706.61
467,423,20,2024-03-13,2024-03-15,Standard,Delivered,Credit Card,UK,Birmingham,Europe,606.18
468,468,14,2024-09-08,2024-09-10,Economy,Shipped,Buy Now Pay Later,USA,Los Angeles,North America,1027.35
469,327,9,2023-07-30,2023-08-03,Economy,Delivered,PayPal,USA,Austin,North America,989.82
470,6165,13,2026-02-13,2026-02-15,Standard,Delivered,Bank Transfer,Canada,Calgary,North America,10666.22
471,1646,10,2025-12-12,2025-12-21,Express,Cancelled,Buy Now Pay Later,USA,Phoenix,North America,1401.36
472,5700,14,2025-11-20,2025-11-21,Same Day,Processing,GCash,Canada,Winnipeg,North America,5165.09
473,5956,7,2026-02-12,2026-02-13,Express,Returned,Credit Card,Philippines,Manila,APAC,622.96
474,6084,14,2026-02-23,2026-03-04,Express,Processing,Debit Card,USA,Dallas,North America,23697.34
475,3265,15,2024-02-27,2024-02-29,Express,Delivered,PayPal,UK,Manchester,Europe,543.08
476,5268,4,2025-05-03,2025-05-06,Express,Processing,Debit Card,India,Delhi,APAC,6978.76
477,7851,9,2025-06-13,2025-06-16,Standard,Delivered,PayPal,Canada,Ottawa,North America,198.39
478,1873,20,2026-02-23,2026-03-04,Standard,Delivered,Credit Card,UK,Bristol,Europe,13427.66
479,189,13,2024-02-05,2024-02-12,Same Day,Delivered,Credit Card,USA,Phoenix,North America,103.47
